texto,tipo,sentimiento_general,estrellas,aspecto_comida,aspecto_servicio,aspecto_limpieza,aspecto_precio
"En el Restaurante Sabor Andino, el personal fue estándar. También, las tarifas resultaron sobrevalorado.",restaurante,negativo,2,no_mencionado,neutral,no_mencionado,negativo
"En el Hotel Plaza Mayor, el aseo general fue impoluto. También, los precios son económico para lo que ofrece.",hotel,positivo,5,no_mencionado,no_mencionado,positivo,positivo
"En el Restaurante Rincón Cochabambino, las tarifas resultaron muy accesible. En cuanto al resto, la atención del staff fue muy cordial. Además, la limpieza del lugar es por debajo de lo esperado. Asimismo, la comida es de mala calidad.",restaurante,neutral,3,negativo,positivo,negativo,positivo
"En el Hotel Illimani, la limpieza del lugar es sucia. También, la atención del staff fue rápido y amable. También, el costo nos pareció razonable.",hotel,positivo,4,no_mencionado,positivo,negativo,positivo
"En el Restaurante Fogón Criollo, la comida es fría cuando debía estar caliente. Además, nos atendieron de forma pésimo. Asimismo, la relación precio-calidad es justo.",restaurante,negativo,2,negativo,negativo,no_mencionado,positivo
"En el Restaurante Los Yungas, la relación precio-calidad es muy caro. Por otro lado, la limpieza del lugar es adecuada. En cuanto al resto, nos atendieron de forma muy atento. También, el desayuno fue estándar.",restaurante,neutral,3,neutral,positivo,neutral,negativo
"En el Hotel Los Pinos, el servicio fue pésimo. Asimismo, el aseo general fue impoluto.",hotel,neutral,3,no_mencionado,negativo,positivo,no_mencionado
"En el Hotel Real Audiencia, los precios son muy accesible. Por otro lado, la atención del staff fue muy atento. Además, las habitaciones estaban adecuada. Asimismo, el desayuno fue increíble.",hotel,positivo,4,positivo,positivo,neutral,positivo
"En el Hotel Real Audiencia, la atención del staff fue correcto. En cuanto al resto, las tarifas resultaron una excelente relación precio-calidad. En cuanto al resto, la comida es estándar. También, las habitaciones estaban reluciente.",hotel,positivo,4,neutral,neutral,positivo,positivo
"En el Hotel Mirador del Valle, la relación precio-calidad es similar al de la competencia. Además, la comida estuvo exquisita. Por otro lado, la atención del staff fue descortés.",hotel,neutral,3,positivo,negativo,no_mencionado,neutral
"En el Café Illimani, la comida estuvo estándar. También, las habitaciones estaban deficiente.",restaurante,negativo,2,neutral,no_mencionado,negativo,no_mencionado
"En el Hostal Kantuta, la atención del staff fue indiferente. Además, los precios son muy accesible. En cuanto al resto, las habitaciones estaban aceptable.",hotel,neutral,3,no_mencionado,negativo,neutral,positivo
"En el Restaurante Los Yungas, la limpieza del lugar es sucia. Por otro lado, el desayuno fue decepcionante.",restaurante,negativo,1,negativo,no_mencionado,negativo,no_mencionado
"En el Restaurante Rincón Cochabambino, nos atendieron de forma lento. Además, el aseo general fue normal. En cuanto al resto, las tarifas resultaron muy caro. Además, la comida es exquisita.",restaurante,neutral,2,positivo,negativo,neutral,negativo
"En el Hotel Andino, el personal fue descortés. En cuanto al resto, las habitaciones estaban sucia.",hotel,negativo,1,no_mencionado,negativo,negativo,no_mencionado
"En el Hotel Los Pinos, el aseo general fue sucia. En cuanto al resto, la atención del staff fue lento. También, la relación precio-calidad es sobrevalorado. También, la comida es fría cuando debía estar caliente.",hotel,negativo,1,negativo,negativo,negativo,negativo
"En el Hostal Kantuta, la atención del staff fue muy demorado. Por otro lado, los precios son una excelente relación precio-calidad.",hotel,neutral,3,no_mencionado,negativo,no_mencionado,positivo
"En el Hotel Plaza Mayor, las tarifas resultaron justo. Asimismo, la comida estuvo increíble. Asimismo, la limpieza del lugar es impoluto.",hotel,positivo,5,positivo,no_mencionado,positivo,positivo
"En el Hotel Los Pinos, los platillos fueron aceptable. Además, el costo nos pareció muy accesible. Además, la limpieza del lugar es cuidada hasta el último detalle.",hotel,positivo,4,neutral,no_mencionado,positivo,positivo
"En la Cantina Altiplano, el personal fue normal. Además, los precios son una excelente relación precio-calidad. Por otro lado, la limpieza del lugar es impecable.",restaurante,positivo,4,no_mencionado,neutral,positivo,positivo
"En el Hostal Sol Naciente, los precios son promedio. Además, las habitaciones estaban aceptable. En cuanto al resto, el personal fue aceptable. También, la comida estuvo de primera calidad.",hotel,neutral,4,positivo,neutral,neutral,neutral
"En el Hotel Plaza Mayor, el aseo general fue muy limpio. En cuanto al resto, la atención del staff fue deficiente. También, la comida es correcta. Asimismo, las tarifas resultaron promedio.",hotel,neutral,3,neutral,negativo,positivo,neutral
"En el Hostal Sol Naciente, el desayuno fue fría cuando debía estar caliente. Por otro lado, la limpieza del lugar es impecable.",hotel,neutral,3,negativo,no_mencionado,positivo,no_mencionado
"En el Hotel Andino, nos atendieron de forma rápido y amable. Asimismo, el costo nos pareció promedio.",hotel,positivo,4,no_mencionado,positivo,no_mencionado,neutral
"En el Hotel Mirador del Valle, la comida estuvo increíble. Asimismo, las tarifas resultaron justo. Por otro lado, todo se veía descuidada.",hotel,positivo,4,positivo,no_mencionado,negativo,positivo
"En el Hotel Real Audiencia, el desayuno fue exquisita. También, el servicio fue muy demorado. Asimismo, la limpieza del lugar es aceptable. En cuanto al resto, el costo nos pareció muy caro.",hotel,neutral,2,positivo,negativo,neutral,negativo
"En el Restaurante Rincón Cochabambino, la atención del staff fue lento. En cuanto al resto, la relación precio-calidad es no vale lo que cuesta. Asimismo, la limpieza del lugar es con mal olor.",restaurante,negativo,1,no_mencionado,negativo,negativo,negativo
"En la Parrilla del Valle, el costo nos pareció muy accesible. Por otro lado, la limpieza del lugar es normal. Asimismo, la comida es recién preparada y sabrosa.",restaurante,positivo,4,positivo,no_mencionado,neutral,positivo
"En el Hotel Andino, la comida estuvo increíble. Además, nos atendieron de forma rápido y amable. También, la relación precio-calidad es sobrevalorado. Asimismo, las habitaciones estaban impoluto.",hotel,positivo,4,positivo,positivo,positivo,negativo
"En el Restaurante Fogón Criollo, las tarifas resultaron razonable dentro del mercado. Asimismo, el servicio fue aceptable.",restaurante,neutral,3,no_mencionado,neutral,no_mencionado,neutral
"En el Hotel Mirador del Valle, la comida estuvo insípida. Asimismo, el servicio fue normal.",hotel,negativo,2,negativo,neutral,no_mencionado,no_mencionado
"En el Hotel Plaza Mayor, el costo nos pareció similar al de la competencia. También, la atención del staff fue muy demorado. En cuanto al resto, todo se veía por debajo de lo esperado.",hotel,negativo,2,no_mencionado,negativo,negativo,neutral
"En el Restaurante Los Yungas, la atención del staff fue correcto. Por otro lado, todo se veía muy limpio.",restaurante,positivo,4,no_mencionado,neutral,positivo,no_mencionado
"En el Hotel Plaza Mayor, la comida estuvo sin nada especial. Además, el aseo general fue aceptable. Asimismo, nos atendieron de forma atento en todo momento. También, los precios son más alto de lo que justifica la experiencia.",hotel,neutral,3,neutral,positivo,neutral,negativo
"En el Hostal Sol Naciente, el personal fue correcto. En cuanto al resto, el aseo general fue aceptable.",hotel,neutral,3,no_mencionado,neutral,neutral,no_mencionado
"En el Hotel Illimani, el desayuno fue insípida. En cuanto al resto, la limpieza del lugar es adecuada.",hotel,negativo,2,negativo,no_mencionado,neutral,no_mencionado
"En la Parrilla del Valle, las habitaciones estaban impoluto. También, la comida estuvo insípida.",restaurante,neutral,3,negativo,no_mencionado,positivo,no_mencionado
"En el Restaurante Fogón Criollo, la relación precio-calidad es más alto de lo que justifica la experiencia. Además, la comida es correcta.",restaurante,negativo,2,neutral,no_mencionado,no_mencionado,negativo
"En el Restaurante Sabor Andino, nos atendieron de forma deficiente. En cuanto al resto, la relación precio-calidad es más alto de lo que justifica la experiencia.",restaurante,negativo,1,no_mencionado,negativo,no_mencionado,negativo
"En el Hostal Sol Naciente, la relación precio-calidad es económico para lo que ofrece. También, todo se veía por debajo de lo esperado.",hotel,neutral,3,no_mencionado,no_mencionado,negativo,positivo
"En el Café Illimani, el desayuno fue decepcionante. Por otro lado, el servicio fue correcto. Por otro lado, las habitaciones estaban deficiente. En cuanto al resto, el costo nos pareció excesivo.",restaurante,negativo,2,negativo,neutral,negativo,negativo
"En la Cantina Altiplano, las tarifas resultaron económico para lo que ofrece. Por otro lado, la comida es recién preparada y sabrosa. En cuanto al resto, el personal fue correcto.",restaurante,positivo,4,positivo,neutral,no_mencionado,positivo
"En la Parrilla del Valle, todo se veía normal. Asimismo, nos atendieron de forma pésimo. En cuanto al resto, el desayuno fue recién preparada y sabrosa.",restaurante,neutral,3,positivo,negativo,neutral,no_mencionado
"En la Cantina Altiplano, los precios son razonable dentro del mercado. Además, todo se veía adecuada.",restaurante,neutral,3,no_mencionado,no_mencionado,neutral,neutral
"En el Restaurante La Paceña, la atención del staff fue indiferente. Por otro lado, los precios son muy accesible. Asimismo, la comida estuvo muy grasosa.",restaurante,negativo,2,negativo,negativo,no_mencionado,positivo
"En el Café Illimani, el personal fue rápido y amable. Además, la relación precio-calidad es promedio.",restaurante,positivo,4,no_mencionado,positivo,no_mencionado,neutral
"En el Hostal Sol Naciente, el desayuno fue fría cuando debía estar caliente. Además, el personal fue muy demorado.",hotel,negativo,1,negativo,negativo,no_mencionado,no_mencionado
"En el Restaurante Los Yungas, las tarifas resultaron económico para lo que ofrece. Por otro lado, la atención del staff fue aceptable. En cuanto al resto, la comida es insípida.",restaurante,neutral,3,negativo,neutral,no_mencionado,positivo
"En el Restaurante Fogón Criollo, la comida es recién preparada y sabrosa. Además, las tarifas resultaron sobrevalorado. Además, la limpieza del lugar es aceptable.",restaurante,neutral,3,positivo,no_mencionado,neutral,negativo
"En la Parrilla del Valle, el servicio fue pésimo. Además, todo se veía impecable. También, el costo nos pareció sobrevalorado.",restaurante,negativo,2,no_mencionado,negativo,positivo,negativo
"En el Hotel Los Pinos, la comida es de primera calidad. Además, la atención del staff fue excelente. En cuanto al resto, la limpieza del lugar es reluciente. Por otro lado, el costo nos pareció similar al de la competencia.",hotel,positivo,4,positivo,positivo,positivo,neutral
"En el Hotel Plaza Mayor, la comida es poco fresca. Por otro lado, el personal fue correcto.",hotel,negativo,2,negativo,neutral,no_mencionado,no_mencionado
"En el Hostal Sol Naciente, la relación precio-calidad es una excelente relación precio-calidad. En cuanto al resto, la atención del staff fue normal. Asimismo, las habitaciones estaban deficiente. En cuanto al resto, los platillos fueron deliciosa.",hotel,neutral,4,positivo,neutral,negativo,positivo
"En el Restaurante Los Yungas, el costo nos pareció más alto de lo que justifica la experiencia. En cuanto al resto, el aseo general fue sucia. Por otro lado, el personal fue muy demorado.",restaurante,negativo,1,no_mencionado,negativo,negativo,negativo
"En el Hotel Los Pinos, la comida estuvo fría cuando debía estar caliente. Asimismo, todo se veía descuidada. Por otro lado, el servicio fue atento en todo momento.",hotel,negativo,2,negativo,positivo,negativo,no_mencionado
"En el Hostal Kantuta, nos atendieron de forma muy atento. Asimismo, la comida estuvo increíble. En cuanto al resto, las habitaciones estaban normal.",hotel,positivo,4,positivo,positivo,neutral,no_mencionado
"En el Hotel Illimani, el servicio fue correcto. Por otro lado, el costo nos pareció promedio.",hotel,neutral,3,no_mencionado,neutral,no_mencionado,neutral
"En el Hotel Illimani, la relación precio-calidad es económico para lo que ofrece. En cuanto al resto, los platillos fueron excelente.",hotel,positivo,5,positivo,no_mencionado,no_mencionado,positivo
"En el Hotel Andino, las tarifas resultaron muy caro. También, todo se veía cuidada hasta el último detalle. Además, la atención del staff fue estándar. También, la comida estuvo de primera calidad.",hotel,neutral,4,positivo,neutral,positivo,negativo
